"Make","Model","Variant","Color","Year","Status","Base","Additional","Total","Notes","URL"
"Nissan","Skyline R32","GT-R","Silver","2012","parked","7","0","7","","https://www.google.dk/maps/@35.8248296,139.6645879,3a,24.8y,271.25h,84.46t/data=!3m8!1e1!3m6!1sQRK26haakApenhX2okfL_g!2e0!5s20120401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.54103847084275%26panoid%3DQRK26haakApenhX2okfL_g%26yaw%3D271.2477374332844!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Black","2010","parked","1","7","8","Nissan Skyline R32 GT-R and Nissan Silvia PS13","https://www.google.dk/maps/@35.8489139,139.8187707,3a,28y,46.18h,75.39t/data=!3m8!1e1!3m6!1sZP-29gULIe9NGZToo8CPkw!2e0!5s20100301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D14.61044806876555%26panoid%3DZP-29gULIe9NGZToo8CPkw%26yaw%3D46.18017175097688!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R32","GT-R","White","2011","parked","7","2","9","It has an S1 sticker on the back, indicating that it has a Nismo built engine. Also parked next to a Skyline R33 GTS-T","https://www.google.dk/maps/@34.38318,132.4421764,3a,36.4y,223.9h,71.01t/data=!3m8!1e1!3m6!1swRTTBb3ymE1lzRzIQBu0fg!2e0!5s20110601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D18.993466721536393%26panoid%3DwRTTBb3ymE1lzRzIQBu0fg%26yaw%3D223.90039452761116!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R32","GT-R","White","2014","parked","7","0","7","","https://www.google.dk/maps/@35.8443457,139.9743479,3a,32.8y,53.35h,75.13t/data=!3m8!1e1!3m6!1syKQyFWeNrnCG2wMh9EwbQQ!2e0!5s20140301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D14.87385402666213%26panoid%3DyKQyFWeNrnCG2wMh9EwbQQ%26yaw%3D53.34820638244777!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Honda","Civic EP","EP3 Type R","White","2015","parked","7","0","7","","https://www.google.dk/maps/@35.9462486,139.7086923,3a,41.2y,279.1h,74.45t/data=!3m8!1e1!3m6!1sNvwMjjaCiMMLxd1QRXhFWQ!2e0!5s20150801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D15.551607642025488%26panoid%3DNvwMjjaCiMMLxd1QRXhFWQ%26yaw%3D279.09676676134757!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R32","GT-R","White","2019","parked","7","2","9","Full race spec car","https://www.google.dk/maps/@35.5202749,139.5787682,3a,49y,344.81h,63.87t/data=!3m8!1e1!3m6!1subk3EPIkIg9gehj_HTl6pQ!2e0!5s20190401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D26.131364386533782%26panoid%3Dubk3EPIkIg9gehj_HTl6pQ%26yaw%3D344.81111451890183!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2014","parked","7","0","7","Top Secret bodykit, hood and mirrors","https://www.google.dk/maps/@35.5616242,139.524182,3a,28.6y,237.12h,74.66t/data=!3m8!1e1!3m6!1sYiuFz_l-JLfxKmyTUJS4Ww!2e0!5s20140201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D15.336770087745023%26panoid%3DYiuFz_l-JLfxKmyTUJS4Ww%26yaw%3D237.1182751294637!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","Autech 4-door GT-R","White","2010","parked","9","0","9","","https://www.google.dk/maps/@35.6279137,139.4381907,3a,15y,64.3h,87.35t/data=!3m8!1e1!3m6!1s7VSv7uP6ZDsRe9OTp5WycA!2e0!5s20100301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D2.6457930579731226%26panoid%3D7VSv7uP6ZDsRe9OTp5WycA%26yaw%3D64.30215632483913!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GTS-T","Silver","2015","parked","3","1","4","Street drifter, some visual mods","https://www.google.dk/maps/@35.4515239,139.4984344,3a,27.7y,222.61h,74.28t/data=!3m8!1e1!3m6!1stL22ZBgYNSiDg7kHY7HsmA!2e0!5s20150701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D15.716224823623548%26panoid%3DtL22ZBgYNSiDg7kHY7HsmA%26yaw%3D222.61107672062002!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","Silver","2009","driving","7","0.5","7.5","TE37","https://www.google.dk/maps/@35.7704418,139.5650236,3a,41.2y,66.27h,71.91t/data=!3m8!1e1!3m6!1sOzEu-Z9p6_gDCU2NKWra1g!2e0!5s20090801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D18.090000000000003%26panoid%3DOzEu-Z9p6_gDCU2NKWra1g%26yaw%3D66.27!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2017","parked","7","0","7","","https://www.google.dk/maps/@35.5403026,140.1278124,3a,60.7y,167.2h,76.33t/data=!3m8!1e1!3m6!1see5-0sjJZogXfELcr6BHEQ!2e0!5s20170301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.672028763700979%26panoid%3Dee5-0sjJZogXfELcr6BHEQ%26yaw%3D167.20409866210275!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2013","parked","7","0","7","Peekaboo!","https://www.google.dk/maps/@35.7507538,139.6167315,3a,33.1y,253.14h,73.18t/data=!3m8!1e1!3m6!1sEWM7DXh8dVDK8L93ESRamQ!2e0!5s20130601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D16.81896487982607%26panoid%3DEWM7DXh8dVDK8L93ESRamQ%26yaw%3D253.14276677995363!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GTS-T","Silver","2022","parked","3","0","3","Drift missile","https://www.google.dk/maps/@35.7467583,139.5779351,3a,28.2y,179.71h,86.35t/data=!3m8!1e1!3m6!1sWxx_85qHkD1xiz7grSqXrw!2e0!5s20221001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.6500000000000057%26panoid%3DWxx_85qHkD1xiz7grSqXrw%26yaw%3D179.71!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","Autech 4-door GT-R","White","2014","parked","9","0","9","BBS LM","https://www.google.dk/maps/@35.563989,139.4784948,3a,29y,80.37h,75.51t/data=!3m8!1e1!3m6!1sO1VMCdUqo4msmwXoYd7Obg!2e0!5s20140201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D14.4931905009676%26panoid%3DO1VMCdUqo4msmwXoYd7Obg%26yaw%3D80.36644560498962!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","Purple","2013","parked","7","0","7","","https://www.google.dk/maps/@35.6972338,139.8645138,3a,64.7y,7.76h,65.07t/data=!3m8!1e1!3m6!1seiufvZG2xneH9T6CCgMldQ!2e0!5s20130701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D24.926805773195326%26panoid%3DeiufvZG2xneH9T6CCgMldQ%26yaw%3D7.760412237166993!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2015","parked","7","0","7","Work Meister","https://www.google.dk/maps/@35.5202225,139.5716675,3a,30.1y,119.89h,79.57t/data=!3m8!1e1!3m6!1sae9EBN5azAVtwwiDLPUj6w!2e0!5s20090901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.430000000000007%26panoid%3Dae9EBN5azAVtwwiDLPUj6w%26yaw%3D119.89!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","Black","2021","parked","7","0","7","Some visual mods","https://www.google.dk/maps/@35.5134987,139.5655585,3a,19.9y,60.13h,81.05t/data=!3m8!1e1!3m6!1sf7LboJmazqxqKgZUc-_ShQ!2e0!5s20210401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.953829651434475%26panoid%3Df7LboJmazqxqKgZUc-_ShQ%26yaw%3D60.13458572164715!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2018","parked","7","0","7","","https://www.google.dk/maps/@35.4816695,139.5375416,3a,22.3y,223.62h,80t/data=!3m8!1e1!3m6!1sAqG_Xo7FXUtaIZZVBpLCFw!2e0!5s20181001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.997425076417287%26panoid%3DAqG_Xo7FXUtaIZZVBpLCFw%26yaw%3D223.62222222809436!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2015","parked","7","0","7","","https://www.google.dk/maps/@35.3348804,139.4583919,3a,29y,286.02h,79.54t/data=!3m8!1e1!3m6!1sb4eUOMdGX9zy4yVWQiG1Iw!2e0!5s20150901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.45941155254647%26panoid%3Db4eUOMdGX9zy4yVWQiG1Iw%26yaw%3D286.02445074675694!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","Purple","2010","parked","7","0","7","TE37","https://www.google.dk/maps/@35.4437111,139.4840449,3a,41.2y,302.07h,69.81t/data=!3m8!1e1!3m6!1sMQfM6GDJyXjdi-TmjMzHbg!2e0!5s20100801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.18999930739878%26panoid%3DMQfM6GDJyXjdi-TmjMzHbg%26yaw%3D302.074835236504!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","GT-R","R35","Grey","2022","parked","7","0","7","Huge rear wing","https://www.google.dk/maps/@35.5347782,139.6427675,3a,39.4y,205.01h,67.94t/data=!3m8!1e1!3m6!1sOCWJL_gDFlquNqCkYctT3w!2e0!5s20221101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D22.060000000000002%26panoid%3DOCWJL_gDFlquNqCkYctT3w%26yaw%3D205.01!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","GT-R","R35","Grey","2015","parked","7","0","7","Aftermarket spoiler","https://www.google.dk/maps/@35.6896759,140.0070285,3a,39.3y,66.64h,76.89t/data=!3m8!1e1!3m6!1sPZ9CD1Iu7zQcpQ3BMTlW6w!2e0!5s20150801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.11%26panoid%3DPZ9CD1Iu7zQcpQ3BMTlW6w%26yaw%3D66.64!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","GT-R","R35","Silver","2009","parked","7","0","7","","https://www.google.dk/maps/@35.6383107,139.7102788,3a,69.6y,198.76h,67.2t/data=!3m8!1e1!3m6!1s6Hjnregg2mfJpc49ukaaYw!2e0!5s20091201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D22.799999999999997%26panoid%3D6Hjnregg2mfJpc49ukaaYw%26yaw%3D198.76!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","GT-R","R35","White","2009","parked","7","0","7","","https://www.google.dk/maps/@35.4909439,139.5756607,3a,35.3y,13.82h,73.72t/data=!3m8!1e1!3m6!1sz6xB-VKesfjFojtSeKXn2g!2e0!5s20091001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D16.27910170081364%26panoid%3Dz6xB-VKesfjFojtSeKXn2g%26yaw%3D13.823974762152197!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","GT-R","R35","Grey","2010","parked","7","0","7","","https://www.google.dk/maps/@35.519771,139.6939221,3a,15y,254.71h,87.31t/data=!3m8!1e1!3m6!1sXFg5BrbARUIIeFVmmaGzsw!2e0!5s20100201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D2.6899999999999977%26panoid%3DXFg5BrbARUIIeFVmmaGzsw%26yaw%3D254.71!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","GT-R","R35","Silver","2019","parked","7","0","7","","https://www.google.dk/maps/@35.8234871,139.6772486,3a,24.9y,202.58h,87.59t/data=!3m8!1e1!3m6!1scv33k9cmBWYGXmIe4y0OOA!2e0!5s20190501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D2.4099999999999966%26panoid%3Dcv33k9cmBWYGXmIe4y0OOA%26yaw%3D202.58!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Silver","2009","parked","6","0","6","Two-tone paint","https://www.google.dk/maps/@35.4757262,139.538736,3a,20.4y,159.72h,85.99t/data=!3m8!1e1!3m6!1sSXlNZlxbbg7ctq6DJada7A!2e0!5s20091001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D4.010000000000005%26panoid%3DSXlNZlxbbg7ctq6DJada7A%26yaw%3D159.72!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","White","2019","parked","6","0","6","Some visual mods","https://www.google.dk/maps/@35.4581054,139.5813043,3a,29.4y,169.39h,79.36t/data=!3m8!1e1!3m6!1sVuhfxcqy1CNPev7BYg9mTA!2e0!5s20190601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.64%26panoid%3DVuhfxcqy1CNPev7BYg9mTA%26yaw%3D169.39!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","Base","Yellow","2018","parked","5","0","5","Roll cage","https://www.google.dk/maps/@35.9205557,139.8160798,3a,57.3y,207.83h,68.96t/data=!3m8!1e1!3m6!1sCOnweS2MncXn9WzM5HMTIg!2e0!5s20180901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D21.040000000000006%26panoid%3DCOnweS2MncXn9WzM5HMTIg%26yaw%3D207.83!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Grey","2009","parked","6","0","6","Two-tone paint","https://www.google.dk/maps/@35.7590144,139.9310248,3a,55.3y,169.41h,69.94t/data=!3m8!1e1!3m6!1sXFvxeHGvrXAbHO2TaBI0tg!2e0!5s20090701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.061172920200164%26panoid%3DXFvxeHGvrXAbHO2TaBI0tg%26yaw%3D169.40704358228894!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","180SX","Type X","White","2015","parked","1","5","6","Some visual mods","https://www.google.dk/maps/@35.4515425,139.4985412,3a,56.6y,141.02h,67.99t/data=!3m8!1e1!3m6!1s1eJyLMVvY7TdC3nZWTLDnQ!2e0!5s20150701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D22.008145060033172%26panoid%3D1eJyLMVvY7TdC3nZWTLDnQ%26yaw%3D141.0187091435255!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Silver","2022","parked","6","1","7","Yokohama Super Advan, two-tone paint","https://www.google.dk/maps/@35.5032716,139.689212,3a,17.3y,65.19h,83.37t/data=!3m8!1e1!3m6!1sV48G7WxaE0rDfaX513Lm_w!2e0!5s20221101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.6299999999999955%26panoid%3DV48G7WxaE0rDfaX513Lm_w%26yaw%3D65.19!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","White","2016","parked","6","0","6","Two-tone paint","https://www.google.dk/maps/@35.5467665,139.6505322,3a,25.1y,107.72h,79.95t/data=!3m8!1e1!3m6!1sqYWhOkko4X_9a0FlRvCd3Q!2e0!5s20160501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.049999999999997%26panoid%3DqYWhOkko4X_9a0FlRvCd3Q%26yaw%3D107.72!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","180SX","Base","White","2009","parked","4","1","5","PS13 front swap","https://www.google.dk/maps/@35.5315171,139.6082214,3a,35.5y,142.71h,71.6t/data=!3m8!1e1!3m6!1scDShIYY504_x1Xl9DV5RRA!2e0!5s20090901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D18.404639815097312%26panoid%3DcDShIYY504_x1Xl9DV5RRA%26yaw%3D142.70535375615384!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","Base","White","2009","parked","5","1","6","Many visual mods, roll cage","https://www.google.dk/maps/@35.5051729,139.6607616,3a,15.4y,51.68h,80.84t/data=!3m8!1e1!3m6!1sTBlDjLvidO1CXx60013Ehg!2e0!5s20090701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.161388876596035%26panoid%3DTBlDjLvidO1CXx60013Ehg%26yaw%3D51.67934279636062!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","180SX","Base","Red","2023","parked","4","0.5","4.5","Many visual mods","https://www.google.dk/maps/@35.5754106,139.565218,3a,15y,211.56h,90.32t/data=!3m8!1e1!3m6!1snUd4ZGM2ZYA8EdeCDiJOmg!2e0!5s20230901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-0.3199999999999932%26panoid%3DnUd4ZGM2ZYA8EdeCDiJOmg%26yaw%3D211.56!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Grey","2019","parked","6","0","6","","https://www.google.dk/maps/@35.7361629,139.6579291,3a,73.9y,302.39h,60.82t/data=!3m8!1e1!3m6!1sEIhwg0vckzwM3Joc88qNIg!2e0!5s20190301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D29.17996089589918%26panoid%3DEIhwg0vckzwM3Joc88qNIg%26yaw%3D302.3860224487858!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Black","2009","parked","6","2","8","Full unpainted widebody kit","https://www.google.dk/maps/@35.7609728,139.6184043,3a,15y,5.39h,92.01t/data=!3m8!1e1!3m6!1sFZqztg-4HoYbmUrYIIiHxw!2e0!5s20090901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-2.01319729740608%26panoid%3DFZqztg-4HoYbmUrYIIiHxw%26yaw%3D5.3860068570008135!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","180SX","Base","Black","2010","parked","4","0","4","Street drifter","https://www.google.dk/maps/@35.6888541,140.0759143,3a,35.9y,199.55h,74.91t/data=!3m8!1e1!3m6!1sfIYEdMvYGxzpULCNOl047w!2e0!5s20101201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D15.091204872023127%26panoid%3DfIYEdMvYGxzpULCNOl047w%26yaw%3D199.54940002694534!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Silver","2014","parked","6","2","8","Nismo LMGT2 ","https://www.google.dk/maps/@35.7624719,139.902724,3a,25.3y,96.84h,76.64t/data=!3m8!1e1!3m6!1s5zNievwNsQZkJvHHckPXnw!2e0!5s20140301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.36419214551266%26panoid%3D5zNievwNsQZkJvHHckPXnw%26yaw%3D96.83949960700235!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","180SX","Type X","White","2010","parked","1","6","7","","https://www.google.dk/maps/@35.7685233,139.93442,3a,21.3y,189.71h,78.33t/data=!3m8!1e1!3m6!1sPD6qMWQCGhoNwYROcN7YCg!2e0!5s20100401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.66596709543164%26panoid%3DPD6qMWQCGhoNwYROcN7YCg%26yaw%3D189.70833704560715!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
